"title";"videoTitle";"movieID";"country";"bookmark";"duration";"date";"deviceType";"dateStr";"index";"topNodeId";"series";"seriesTitle";"seasonDescriptor";"episodeTitle";"estRating"
"Season 2: ""Anthropology 101""";"Anthropology 101";"70145832";"DE";"1268";"1275";"1587294974813";"1222";"4/19/20";"278";"70155589";"70155589";"Community";"Season 2";"Anthropology 101";"33"
"Season 1: ""Pascal's Triangle Revisited""";"Pascal's Triangle Revisited";"70145830";"DE";"1276";"1283";"1587293274733";"1222";"4/19/20";"279";"70155589";"70155589";"Community";"Season 1";"Pascal's Triangle Revisited";"33"
"Season 1: ""English as a Second Language""";"English as a Second Language";"70145829";"DE";"1274";"1283";"1587256911094";"1222";"4/19/20";"280";"70155589";"70155589";"Community";"Season 1";"English as a Second Language";"33"
"Season 1: ""Modern Warfare""";"Modern Warfare";"70145828";"DE";"1259";"1267";"1587255651626";"1222";"4/19/20";"281";"70155589";"70155589";"Community";"Season 1";"Modern Warfare";"33"
"Season 1: ""The Art of Discourse""";"The Art of Discourse";"70145827";"DE";"1276";"1283";"1587254623251";"1222";"4/19/20";"282";"70155589";"70155589";"Community";"Season 1";"The Art of Discourse";"33"
"Season 1: ""Contemporary American Poultry""";"Contemporary American Poultry";"70145826";"DE";"1276";"1283";"1587216060389";"1222";"4/18/20";"283";"70155589";"70155589";"Community";"Season 1";"Contemporary American Poultry";"33"
"Season 1: ""The Science of Illusion""";"The Science of Illusion";"70145825";"DE";"1241";"1259";"1587166348665";"1222";"4/18/20";"284";"70155589";"70155589";"Community";"Season 1";"The Science of Illusion";"33"
"Season 1: ""Beginner Pottery""";"Beginner Pottery";"70145824";"DE";"1279";"1285";"1587165070098";"1222";"4/18/20";"285";"70155589";"70155589";"Community";"Season 1";"Beginner Pottery";"33"
"Season 1: ""Basic Genealogy""";"Basic Genealogy";"70145823";"DE";"1257";"1263";"1587163750908";"1222";"4/17/20";"286";"70155589";"70155589";"Community";"Season 1";"Basic Genealogy";"33"
"Season 1: ""Physical Education""";"Physical Education";"70145822";"DE";"1274";"1285";"1587129601944";"1222";"4/17/20";"287";"70155589";"70155589";"Community";"Season 1";"Physical Education";"33"
"Season 1: ""Communication Studies""";"Communication Studies";"70145821";"DE";"1265";"1273";"1587044206776";"1222";"4/16/20";"288";"70155589";"70155589";"Community";"Season 1";"Communication Studies";"33"
"Chris D'Elia: No Pain";"Chris D'Elia: No Pain";"81036229";"DE";"191";"3312";"1586981158694";"1222";"4/15/20";"289";"81036229";;;;;"18"
"Season 1: ""Romantic Expressionism""";"Romantic Expressionism";"70145820";"DE";"1273";"1281";"1586962238741";"1222";"4/15/20";"290";"70155589";"70155589";"Community";"Season 1";"Romantic Expressionism";"33"
"Season 5: ""Bad Choice Road""";"Bad Choice Road";"81232208";"DE";"3532";"3597";"1586897672707";"1222";"4/14/20";"291";"80021955";"80021955";"Better Call Saul";"Season 5";"Bad Choice Road";"32"
"Season 1: ""Interpretive Dance""";"Interpretive Dance";"70145819";"DE";"1242";"1247";"1586773118629";"1222";"4/13/20";"292";"70155589";"70155589";"Community";"Season 1";"Interpretive Dance";"33"
"Season 1: ""Investigative Journalism""";"Investigative Journalism";"70145818";"DE";"1268";"1277";"1586717827203";"1222";"4/12/20";"293";"70155589";"70155589";"Community";"Season 1";"Investigative Journalism";"33"
"Season 1: ""Comparative Religion""";"Comparative Religion";"70145817";"DE";"1270";"1283";"1586686492257";"1222";"4/12/20";"294";"70155589";"70155589";"Community";"Season 1";"Comparative Religion";"33"
"Season 1: ""The Politics of Human Sexuality""";"The Politics of Human Sexuality";"70145816";"DE";"1278";"1283";"1586685203343";"1222";"4/12/20";"295";"70155589";"70155589";"Community";"Season 1";"The Politics of Human Sexuality";"33"
"Season 1: ""Environmental Science""";"Environmental Science";"70145815";"DE";"1279";"1285";"1586628960574";"1222";"4/11/20";"296";"70155589";"70155589";"Community";"Season 1";"Environmental Science";"33"
"Season 1: ""Man with My Face""";"Man with My Face";"80097698";"DE";"503";"2781";"1586613109189";"1222";"4/11/20";"297";"80097140";"80097140";"Altered Carbon";"Season 1";"Man with My Face";"25"
"Season 1: ""Debate 109""";"Debate 109";"70145814";"DE";"1272";"1283";"1586600407881";"1222";"4/11/20";"298";"70155589";"70155589";"Community";"Season 1";"Debate 109";"33"
"Howl’s Moving Castle";"Howl’s Moving Castle";"70028883";"DE";"6916";"7193";"1586547370087";"1222";"4/10/20";"299";"70028883";;;;;"41"
"Horse Girl";"Horse Girl";"81060149";"DE";"744";"6248";"1586544558996";"1222";"4/10/20";"300";"81060149";;;;;"24"
"Season 5: ""Bagman""";"Bagman";"81232207";"DE";"3210";"3279";"1586509484894";"1222";"4/10/20";"301";"80021955";"80021955";"Better Call Saul";"Season 5";"Bagman";"32"
"Limited Series: ""Episode 4""";"Episode 4";"80999614";"DE";"2772";"2875";"1586467067765";"1222";"4/9/20";"302";"80233339";"80233339";"How to Fix a Drug Scandal";"Limited Series";"Episode 4";"30"
"Season 1: ""Home Economics""";"Home Economics";"70145813";"DE";"1275";"1283";"1586463823513";"1222";"4/9/20";"303";"70155589";"70155589";"Community";"Season 1";"Home Economics";"33"
"Tom Segura: Mostly Stories";"Tom Segura: Mostly Stories";"80077923";"DE";"4367";"4435";"1586457636961";"1222";"4/9/20";"304";"80077923";;;;;"30"
"Season 1: ""Introduction to Statistics""";"Introduction to Statistics";"70145812";"DE";"1271";"1283";"1586450361601";"1222";"4/9/20";"305";"70155589";"70155589";"Community";"Season 1";"Introduction to Statistics";"33"
"Season 1: ""Football, Feminism and You""";"Football, Feminism and You";"70145811";"DE";"1277";"1285";"1586296873456";"1222";"4/7/20";"306";"70155589";"70155589";"Community";"Season 1";"Football, Feminism and You";"33"
"Season 1: ""Advanced Criminal Law""";"Advanced Criminal Law";"70145810";"DE";"1279";"1285";"1586295590538";"1222";"4/7/20";"307";"70155589";"70155589";"Community";"Season 1";"Advanced Criminal Law";"33"
"Limited Series: ""Episode 3""";"Episode 3";"80999613";"DE";"2950";"3059";"1586294648443";"1222";"4/7/20";"308";"80233339";"80233339";"How to Fix a Drug Scandal";"Limited Series";"Episode 3";"30"
"Season 1: ""Social Psychology""";"Social Psychology";"70145809";"DE";"1344";"1357";"1586262175207";"1222";"4/7/20";"309";"70155589";"70155589";"Community";"Season 1";"Social Psychology";"33"
"Limited Series: ""Episode 2""";"Episode 2";"80999612";"DE";"3478";"3583";"1586207597231";"1222";"4/6/20";"310";"80233339";"80233339";"How to Fix a Drug Scandal";"Limited Series";"Episode 2";"30"
"Limited Series: ""Episode 1""";"Episode 1";"80999611";"DE";"3036";"3145";"1586098662201";"1222";"4/5/20";"311";"80233339";"80233339";"How to Fix a Drug Scandal";"Limited Series";"Episode 1";"30"
"Season 1: ""Introduction to Film""";"Introduction to Film";"70145808";"DE";"1278";"1287";"1586039772533";"1222";"4/4/20";"312";"70155589";"70155589";"Community";"Season 1";"Introduction to Film";"33"
"Season 1: ""Spanish 101""";"Spanish 101";"70145807";"DE";"1276";"1285";"1586038360383";"1222";"4/4/20";"313";"70155589";"70155589";"Community";"Season 1";"Spanish 101";"33"
"Tom Segura: Disgraceful";"Tom Segura: Disgraceful";"80187307";"DE";"4197";"4268";"1586033661773";"1222";"4/4/20";"314";"80187307";;;;;"30"
"Tom Segura: Ball Hog";"Tom Segura: Ball Hog";"81143584";"DE";"2748";"4215";"1586026717924";"1222";"4/4/20";"315";"81143584";;;;;"30"
"Season 1: ""The Wrong Man""";"The Wrong Man";"80097697";"DE";"3035";"3241";"1585946461874";"1222";"4/3/20";"316";"80097140";"80097140";"Altered Carbon";"Season 1";"The Wrong Man";"25"
"Season 1: ""Episode 1""";"Episode 1";"81036298";"DE";"1203";"1253";"1585929335668";"1222";"4/3/20";"317";"81036255";"81036255";"The Iliza Shlesinger Sketch Show";"Season 1";"Episode 1";"30"
"Season 1: ""Community""";"Community";"70145806";"DE";"1276";"1315";"1585780324073";"1222";"4/1/20";"318";"70155589";"70155589";"Community";"Season 1";"Community";"33"
"Season 1: ""Force of Evil""";"Force of Evil";"80097696";"DE";"2786";"2987";"1585775962484";"1222";"4/1/20";"319";"80097140";"80097140";"Altered Carbon";"Season 1";"Force of Evil";"25"
"Season 5: ""JMM""";"JMM";"81232206";"DE";"2827";"2893";"1585689903075";"1222";"3/31/20";"320";"80021955";"80021955";"Better Call Saul";"Season 5";"JMM";"32"
"IO";"IO";"80134721";"DE";"5402";"5762";"1585602706079";"1222";"3/30/20";"321";"80134721";;;;;"19"
"Pedal the World";"Pedal the World";"80245626";"DE";"789";"5090";"1585518269739";"1222";"3/29/20";"322";"80245626";;;;;"30"
"Season 1: ""In a Lonely Place""";"In a Lonely Place";"80097695";"DE";"2880";"3077";"1585348430420";"1222";"3/27/20";"323";"80097140";"80097140";"Altered Carbon";"Season 1";"In a Lonely Place";"25"
"Limited Series: ""Part 4""";"Part 4";"81064609";"DE";"3071";"3242";"1585321949567";"1222";"3/27/20";"324";"81019069";"81019069";"Unorthodox";"Limited Series";"Part 4";"43"
"Limited Series: ""Part 3""";"Part 3";"81064608";"DE";"3138";"3314";"1585320207938";"1222";"3/27/20";"325";"81019069";"81019069";"Unorthodox";"Limited Series";"Part 3";"43"
"Limited Series: ""Part 2""";"Part 2";"81064607";"DE";"3005";"3178";"1585261275593";"1222";"3/26/20";"326";"81019069";"81019069";"Unorthodox";"Limited Series";"Part 2";"43"
"Limited Series: ""Part 1""";"Part 1";"81064606";"DE";"2983";"3156";"1585258138120";"1222";"3/26/20";"327";"81019069";"81019069";"Unorthodox";"Limited Series";"Part 1";"43"
"Season 1: ""Fallen Angel""";"Fallen Angel";"80097694";"DE";"3217";"3421";"1585244144306";"1222";"3/26/20";"328";"80097140";"80097140";"Altered Carbon";"Season 1";"Fallen Angel";"25"
"Season 5: ""Wexler v. Goodman""";"Wexler v. Goodman";"81232205";"DE";"3057";"3117";"1585164176794";"1222";"3/25/20";"329";"80021955";"80021955";"Better Call Saul";"Season 5";"Wexler v. Goodman";"32"
"The Platform";"The Platform";"81128579";"DE";"1";"5690";"1585087332201";"1222";"3/24/20";"330";"81128579";;;;;"31"
"Season 1: ""Out of the Past""";"Out of the Past";"80097693";"DE";"3367";"3544";"1584913354787";"1222";"3/22/20";"331";"80097140";"80097140";"Altered Carbon";"Season 1";"Out of the Past";"25"
"Taylor Tomlinson: Quarter-Life Crisis";"Taylor Tomlinson: Quarter-Life Crisis";"81157965";"DE";"3610";"3667";"1584740918707";"1222";"3/20/20";"332";"81157965";;;;;"30"
"Season 2: ""Kids Menu""";"Kids Menu";"81021400";"DE";"2085";"3135";"1584655933034";"1222";"3/19/20";"333";"80170368";"80170368";"Ugly Delicious";"Season 2";"Kids Menu";"26"
"Season 1: ""Pilot""";"Pilot";"80177433";"DE";"2";"2705";"1584482991308";"1222";"3/17/20";"334";"80177342";"80177342";"Good Girls";"Season 1";"Pilot";"47"
"Season 5: ""Dedicado A Max""";"Dedicado A Max";"81232204";"DE";"2984";"3053";"1584459896080";"1222";"3/17/20";"335";"80021955";"80021955";"Better Call Saul";"Season 5";"Dedicado A Max";"32"
"Spenser Confidential";"Spenser Confidential";"81005492";"DE";"6269";"6670";"1584300252952";"1222";"3/15/20";"336";"81005492";;;;;"45"
"Season 5: ""Namaste""";"Namaste";"81232203";"DE";"2739";"2807";"1584183518943";"1222";"3/14/20";"337";"80021955";"80021955";"Better Call Saul";"Season 5";"Namaste";"32"
"Season 5: ""The Guy For This""";"The Guy For This";"81232202";"DE";"3231";"3289";"1584135212884";"1222";"3/13/20";"338";"80021955";"80021955";"Better Call Saul";"Season 5";"The Guy For This";"32"
"Season 5: ""50% Off""";"50% Off";"81232201";"DE";"2678";"2747";"1584051281411";"1222";"3/12/20";"339";"80021955";"80021955";"Better Call Saul";"Season 5";"50% Off";"32"
"All The Bright Places";"All The Bright Places";"80208802";"DE";"606";"6514";"1583937431344";"1222";"3/11/20";"340";"80208802";;;;;"28"
"Scott Pilgrim vs. the World";"Scott Pilgrim vs. the World";"70117312";"DE";"40";"6730";"1583708416813";"1222";"3/9/20";"341";"70117312";;;;;"41"
"In Bruges";"In Bruges";"70083111";"DE";"16";"6150";"1583708265746";"1222";"3/8/20";"342";"70083111";;;;;"33"
"Season 1: ""Deepest, Darkest Secret""";"Deepest, Darkest Secret";"81030862";"DE";"1351";"1486";"1583574572019";"1803";"3/7/20";"343";"80244781";"80244781";"I Am Not Okay With This";"Season 1";"Deepest, Darkest Secret";"28"
"Season 1: ""Like Father, Like Daughter""";"Like Father, Like Daughter";"81030861";"DE";"1009";"1145";"1583573437847";"1803";"3/7/20";"344";"80244781";"80244781";"I Am Not Okay With This";"Season 1";"Like Father, Like Daughter";"28"
"Season 1: ""Another Day in Paradise""";"Another Day in Paradise";"81030860";"DE";"1256";"1393";"1583572138791";"1803";"3/7/20";"345";"80244781";"80244781";"I Am Not Okay With This";"Season 1";"Another Day in Paradise";"28"
"Season 1: ""Stan by Me""";"Stan by Me";"81030859";"DE";"1257";"1393";"1583567420180";"1803";"3/7/20";"346";"80244781";"80244781";"I Am Not Okay With This";"Season 1";"Stan by Me";"28"
"Season 1: ""The Party's Over""";"The Party's Over";"81030858";"GE";"1544";"1682";"1582979649429";"1803";"2/29/20";"347";"80244781";"80244781";"I Am Not Okay With This";"Season 1";"The Party's Over";"28"
"Season 1: ""The Master of One F**k""";"The Master of One F**k";"81030857";"GE";"1111";"1243";"1582978461476";"1803";"2/29/20";"348";"80244781";"80244781";"I Am Not Okay With This";"Season 1";"The Master of One F**k";"28"
"Pete Davidson: Alive From New York";"Pete Davidson: Alive From New York";"81073637";"GE";"2942";"2976";"1582977379281";"1803";"2/29/20";"349";"81073637";;;;;"30"
"Season 1: ""Dear Diary...""";"Dear Diary...";"80245025";"GE";"1047";"1185";"1582962264863";"1803";"2/29/20";"350";"80244781";"80244781";"I Am Not Okay With This";"Season 1";"Dear Diary...";"28"
"Season 5: ""Magic Man""";"Magic Man";"81232200";"DE";"3234";"3299";"1582665615886";"1222";"2/25/20";"351";"80021955";"80021955";"Better Call Saul";"Season 5";"Magic Man";"32"
"Season 6: ""False Positive""";"False Positive";"70218604";"DE";"1242";"1279";"1582502378050";"1222";"2/24/20";"352";"70143824";"70143824";"How I Met Your Mother";"Season 6";"False Positive";"41"
"Season 6: ""The Mermaid Theory""";"The Mermaid Theory";"70218603";"DE";"1279";"1307";"1582501051175";"1222";"2/24/20";"353";"70143824";"70143824";"How I Met Your Mother";"Season 6";"The Mermaid Theory";"41"
"Season 6: ""Blitzgiving""";"Blitzgiving";"70218602";"DE";"1272";"1307";"1582485019502";"1803";"2/23/20";"354";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Blitzgiving";"41"
"Between Two Ferns: The Movie";"Between Two Ferns: The Movie";"80243600";"DE";"4542";"4966";"1582466552075";"1222";"2/23/20";"355";"80243600";;;;;"30"
"Season 6: ""Glitter""";"Glitter";"70218601";"DE";"1263";"1297";"1582309485704";"1222";"2/21/20";"356";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Glitter";"41"
"Season 6: ""Natural History""";"Natural History";"70218600";"DE";"1";"1303";"1582309479061";"1222";"2/21/20";"357";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Natural History";"41"
"Season 6: ""Canning Randy""";"Canning Randy";"70218599";"DE";"1272";"1307";"1582235774373";"1222";"2/20/20";"358";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Canning Randy";"41"
"Snowpiercer";"Snowpiercer";"70270364";"DE";"7251";"7570";"1582234668787";"1222";"2/20/20";"359";"70270364";;;;;"20"
"Season 6: ""Baby Talk""";"Baby Talk";"70218598";"DE";"1270";"1301";"1581975725375";"1222";"2/17/20";"360";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Baby Talk";"41"
"Season 6: ""Architect of Destruction""";"Architect of Destruction";"70218597";"DE";"1276";"1307";"1581883068659";"1222";"2/16/20";"361";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Architect of Destruction";"41"
"To All the Boys: P.S. I Still Love You";"To All the Boys: P.S. I Still Love You";"81030842";"DE";"5770";"6128";"1581763665520";"1222";"2/15/20";"362";"81030842";;;;;"31"
"Geostorm";"Geostorm";"80185871";"DE";"6137";"6543";"1581455392948";"1222";"2/11/20";"363";"80185871";;;;;"30"
"Limited Series: ""Tunnel of Hope""";"Tunnel of Hope";"81016263";"DE";"2797";"2911";"1581371996504";"1222";"2/10/20";"364";"81002576";"81002576";"The Pharmacist";"Limited Series";"Tunnel of Hope";"14"
"Limited Series: ""Dope Dealers with White Lab Coats""";"Dope Dealers with White Lab Coats";"81016262";"DE";"2736";"2851";"1581369143721";"1222";"2/10/20";"365";"81002576";"81002576";"The Pharmacist";"Limited Series";"Dope Dealers with White Lab Coats";"14"
"Season 6: ""Subway Wars""";"Subway Wars";"70218596";"DE";"1271";"1305";"1581362613907";"1222";"2/10/20";"366";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Subway Wars";"41"
"Season 6: ""Unfinished""";"Unfinished";"70218595";"DE";"1270";"1305";"1581333594996";"1222";"2/10/20";"367";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Unfinished";"41"
"Season 6: ""Cleaning House""";"Cleaning House";"70218594";"DE";"1268";"1307";"1581329311300";"1222";"2/10/20";"368";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Cleaning House";"41"
"Limited Series: ""A Mission from God""";"A Mission from God";"81016261";"DE";"3416";"3527";"1581283776537";"1222";"2/9/20";"369";"81002576";"81002576";"The Pharmacist";"Limited Series";"A Mission from God";"14"
"Season 6: ""Big Days""";"Big Days";"70218593";"DE";"1273";"1305";"1581278637798";"1222";"2/9/20";"370";"70143824";"70143824";"How I Met Your Mother";"Season 6";"Big Days";"41"
"Season 5: ""Doppelgangers""";"Doppelgangers";"70218592";"DE";"1276";"1325";"1581277365788";"1222";"2/9/20";"371";"70143824";"70143824";"How I Met Your Mother";"Season 5";"Doppelgangers";"41"
"Season 5: ""The Wedding Bride""";"The Wedding Bride";"70218591";"DE";"1239";"1291";"1581276128463";"1222";"2/9/20";"372";"70143824";"70143824";"How I Met Your Mother";"Season 5";"The Wedding Bride";"41"
"Season 5: ""Robots Vs. Wrestlers""";"Robots Vs. Wrestlers";"70218590";"DE";"1291";"1327";"1581274779362";"1222";"2/9/20";"373";"70143824";"70143824";"How I Met Your Mother";"Season 5";"Robots Vs. Wrestlers";"41"
"Season 5: ""Twin Beds""";"Twin Beds";"70218589";"DE";"1276";"1327";"1581114865311";"1222";"2/7/20";"374";"70143824";"70143824";"How I Met Your Mother";"Season 5";"Twin Beds";"41"
"Season 5: ""Home Wreckers""";"Home Wreckers";"70218588";"DE";"1271";"1323";"1581113508049";"1222";"2/7/20";"375";"70143824";"70143824";"How I Met Your Mother";"Season 5";"Home Wreckers";"41"
"Season 5: ""Zoo or False""";"Zoo or False";"70218587";"DE";"1274";"1325";"1581111357259";"1222";"2/7/20";"376";"70143824";"70143824";"How I Met Your Mother";"Season 5";"Zoo or False";"41"
"Season 5: ""Say Cheese""";"Say Cheese";"70218586";"DE";"1276";"1327";"1581110085500";"1222";"2/7/20";"377";"70143824";"70143824";"How I Met Your Mother";"Season 5";"Say Cheese";"41"
"Season 5: ""Of Course""";"Of Course";"70218585";"DE";"1271";"1321";"1581108769153";"1222";"2/7/20";"378";"70143824";"70143824";"How I Met Your Mother";"Season 5";"Of Course";"41"
"Limited Series: ""Justice for Danny""";"Justice for Danny";"81016260";"DE";"3528";"3637";"1580940049257";"1222";"2/5/20";"379";"81002576";"81002576";"The Pharmacist";"Limited Series";"Justice for Danny";"14"
"Season 1: ""Makeup Mayhem""";"Makeup Mayhem";"81002634";"DE";"1751";"3497";"1580936843687";"1222";"2/5/20";"380";"81002391";"81002391";"Broken";"Season 1";"Makeup Mayhem";"14"
"Season 2: ""Episode 6""";"Episode 6";"81040629";"DE";"1413";"1443";"1580935316804";"1222";"2/5/20";"381";"80238565";"80238565";"Derry Girls";"Season 2";"Episode 6";"19"
"Season 2: ""Episode 5""";"Episode 5";"81040628";"DE";"1428";"1456";"1580932994216";"1222";"2/5/20";"382";"80238565";"80238565";"Derry Girls";"Season 2";"Episode 5";"19"
"Season 2: ""Episode 4""";"Episode 4";"81040627";"DE";"1327";"1363";"1580921135430";"1222";"2/5/20";"383";"80238565";"80238565";"Derry Girls";"Season 2";"Episode 4";"19"
"Season 2: ""Episode 3""";"Episode 3";"81040626";"DE";"1204";"1231";"1580903299698";"1222";"2/5/20";"384";"80238565";"80238565";"Derry Girls";"Season 2";"Episode 3";"19"
"Season 2: ""Episode 2""";"Episode 2";"81040625";"DE";"1316";"1349";"1580901131831";"1222";"2/5/20";"385";"80238565";"80238565";"Derry Girls";"Season 2";"Episode 2";"19"
"Season 2: ""Episode 1""";"Episode 1";"81040624";"DE";"5";"1461";"1580901123415";"1222";"2/5/20";"386";"80238565";"80238565";"Derry Girls";"Season 2";"Episode 1";"19"
"Season 1: ""Episode 6""";"Episode 6";"80993646";"DE";"1454";"1483";"1580895258898";"1222";"2/5/20";"387";"80238565";"80238565";"Derry Girls";"Season 1";"Episode 6";"19"
"28 Weeks Later";"28 Weeks Later";"70058018";"DE";"5628";"6005";"1580851558113";"1222";"2/4/20";"388";"70058018";;;;;"24"
"Season 1: ""Episode 5""";"Episode 5";"80993644";"DE";"1403";"1427";"1580848804751";"1222";"2/4/20";"389";"80238565";"80238565";"Derry Girls";"Season 1";"Episode 5";"19"
"Season 1: ""Episode 4""";"Episode 4";"80993643";"DE";"1352";"1381";"1580832536080";"1222";"2/4/20";"390";"80238565";"80238565";"Derry Girls";"Season 1";"Episode 4";"19"
"Season 1: ""Episode 3""";"Episode 3";"80993642";"DE";"1432";"1462";"1580825086439";"1222";"2/4/20";"391";"80238565";"80238565";"Derry Girls";"Season 1";"Episode 3";"19"
"Season 1: ""Episode 2""";"Episode 2";"80993641";"DE";"1357";"1387";"1580810804695";"1222";"2/4/20";"392";"80238565";"80238565";"Derry Girls";"Season 1";"Episode 2";"19"
"Season 1: ""Episode 1""";"Episode 1";"80993640";"DE";"1374";"1393";"1580808435141";"1222";"2/4/20";"393";"80238565";"80238565";"Derry Girls";"Season 1";"Episode 1";"19"
"28 Days Later";"28 Days Later";"60027998";"DE";"6508";"6792";"1580765130102";"1222";"2/3/20";"394";"60027998";;;;;"25"
"Season 6: ""Nice While It Lasted""";"Nice While It Lasted";"81043631";"DE";"1571";"1644";"1580666727754";"1222";"2/2/20";"395";"70300800";"70300800";"BoJack Horseman";"Season 6";"Nice While It Lasted";"42"
"Season 6: ""The View from Halfway Down""";"The View from Halfway Down";"81043630";"DE";"1484";"1562";"1580662567710";"1222";"2/2/20";"396";"70300800";"70300800";"BoJack Horseman";"Season 6";"The View from Halfway Down";"42"
"Season 6: ""Angela""";"Angela";"81043629";"DE";"1520";"1606";"1580660940469";"1222";"2/2/20";"397";"70300800";"70300800";"BoJack Horseman";"Season 6";"Angela";"42"
"Season 6: ""The Horny Unicorn""";"The Horny Unicorn";"81043628";"DE";"1498";"1588";"1580654847634";"1803";"2/2/20";"398";"70300800";"70300800";"BoJack Horseman";"Season 6";"The Horny Unicorn";"42"
"Season 6: ""Xerox of a Xerox""";"Xerox of a Xerox";"81026970";"DE";"1499";"1582";"1580645385872";"1222";"2/2/20";"399";"70300800";"70300800";"BoJack Horseman";"Season 6";"Xerox of a Xerox";"42"
"Season 6: ""Sunk Cost and All That""";"Sunk Cost and All That";"81026969";"DE";"1493";"1572";"1580593647721";"1222";"2/1/20";"400";"70300800";"70300800";"BoJack Horseman";"Season 6";"Sunk Cost and All That";"42"
"Season 6: ""Good Damage""";"Good Damage";"81026968";"DE";"1514";"1600";"1580592137390";"1222";"2/1/20";"401";"70300800";"70300800";"BoJack Horseman";"Season 6";"Good Damage";"42"
"Season 6: ""Intermediate Scene Study w/ BoJack Horseman""";"Intermediate Scene Study w/ BoJack Horseman";"81026967";"DE";"1522";"1608";"1580590614694";"1222";"2/1/20";"402";"70300800";"70300800";"BoJack Horseman";"Season 6";"Intermediate Scene Study w/ BoJack Horseman";"42"
"Uncut Gems";"Uncut Gems";"80990663";"DE";"7790";"8148";"1580573814978";"1222";"2/1/20";"403";"80990663";;;;;"22"
"Limited Series: ""Closing the Net""";"Closing the Net";"81031768";"DE";"3761";"3816";"1580334169661";"1222";"1/29/20";"404";"81031373";"81031373";"Don't F**k with Cats: Hunting an Internet Killer";"Limited Series";"Closing the Net";"32"
"Limited Series: ""Killing for Clicks""";"Killing for Clicks";"81031767";"DE";"3395";"3447";"1580164171158";"1222";"1/27/20";"405";"81031373";"81031373";"Don't F**k with Cats: Hunting an Internet Killer";"Limited Series";"Killing for Clicks";"32"
"Limited Series: ""Cat and Mouse""";"Cat and Mouse";"81031766";"DE";"3881";"3936";"1580160034747";"1222";"1/27/20";"406";"81031373";"81031373";"Don't F**k with Cats: Hunting an Internet Killer";"Limited Series";"Cat and Mouse";"32"
"Season 1: ""It Hunts Us""";"It Hunts Us";"81048758";"DE";"1774";"3157";"1580147479544";"1222";"1/27/20";"407";"81026143";"81026143";"Pandemic: How to Prevent an Outbreak";"Season 1";"It Hunts Us";"16"
"Season 2: ""Episode 8""";"Episode 8";"81084785";"DE";"3443";"3572";"1579794369734";"1222";"1/23/20";"408";"80197526";"80197526";"Sex Education";"Season 2";"Episode 8";"26"
"Season 2: ""Episode 7""";"Episode 7";"81084784";"DE";"2876";"2996";"1579790460338";"1222";"1/23/20";"409";"80197526";"80197526";"Sex Education";"Season 2";"Episode 7";"26"
"Season 2: ""Episode 6""";"Episode 6";"81084783";"DE";"15";"3280";"1579777804527";"1222";"1/23/20";"410";"80197526";"80197526";"Sex Education";"Season 2";"Episode 6";"26"
"Season 2: ""Episode 5""";"Episode 5";"81084782";"DE";"3083";"3188";"1579726881762";"1222";"1/22/20";"411";"80197526";"80197526";"Sex Education";"Season 2";"Episode 5";"26"
"Season 2: ""Episode 4""";"Episode 4";"81084781";"DE";"2965";"3070";"1579723753757";"1222";"1/22/20";"412";"80197526";"80197526";"Sex Education";"Season 2";"Episode 4";"26"
"Unabomber: ""USA vs. Theodore J. Kaczynski""";"USA vs. Theodore J. Kaczynski";"80208857";"DE";"2503";"2568";"1579645680409";"1222";"1/21/20";"413";"80176878";"80176878";"Manhunt";"Unabomber";"USA vs. Theodore J. Kaczynski";"28"
"Unabomber: ""Lincoln""";"Lincoln";"80208856";"DE";"2482";"2548";"1579643045411";"1222";"1/21/20";"414";"80176878";"80176878";"Manhunt";"Unabomber";"Lincoln";"28"
"Unabomber: ""Ted""";"Ted";"80208855";"DE";"2533";"2598";"1579471681079";"1222";"1/19/20";"415";"80176878";"80176878";"Manhunt";"Unabomber";"Ted";"28"
"Season 2: ""Episode 3""";"Episode 3";"81084780";"DE";"2826";"2936";"1579389063056";"1222";"1/19/20";"416";"80197526";"80197526";"Sex Education";"Season 2";"Episode 3";"26"
"Unabomber: ""Abri""";"Abri";"80208854";"DE";"2517";"2582";"1579386246502";"1222";"1/18/20";"417";"80176878";"80176878";"Manhunt";"Unabomber";"Abri";"28"
"Unabomber: ""Publish or Perish""";"Publish or Perish";"80208853";"DE";"2495";"2560";"1579384330931";"1222";"1/18/20";"418";"80176878";"80176878";"Manhunt";"Unabomber";"Publish or Perish";"28"
"Season 2: ""Episode 2""";"Episode 2";"81084779";"DE";"2942";"3046";"1579301730988";"1222";"1/17/20";"419";"80197526";"80197526";"Sex Education";"Season 2";"Episode 2";"26"
"Season 2: ""Episode 1""";"Episode 1";"81084778";"DE";"2963";"3078";"1579296846778";"1222";"1/17/20";"420";"80197526";"80197526";"Sex Education";"Season 2";"Episode 1";"26"
